id,googleName,primaryDisplayName,googlePlaceId,nationalPhoneNumber,internationalPhoneNumber,latitude,longitude,websiteUri,googleMapsUri,businessStatus,primaryType,goodForChildren,allowDogs,acceptCreditCards,acceptDebitCards,acceptCashOnly,freeParkingLot,paidParkingLot,freeStreetParking,wheelchairAccessibleParking,wheelchairAccessibleSeating,geminiGenerativeSummary,editorialSummary,regionCode,languageCode,postalCode,administrativeArea,locality,addressLines,state,formattedAddress,shortFormattedAddress,statePark,stateForest,stateWayside,nationalForest,countyPark,naturalWildlifeArea,cityPark,regularWeekdayDescriptions,currentWeekdayDescriptions
1072,places/ChIJT8uwbyDX94cRCUhzwUTjMlw,Carver Lake Park and Beach,ChIJT8uwbyDX94cRCUhzwUTjMlw,(651) 714-3500,+1 651-714-3500,44.903778,-92.979034,https://www.woodburymn.gov/456/Carver-Lake-Park-and-Beach,https://maps.google.com/?cid=6643622284767741961&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,city_park,true,true,false,false,false,true,true,false,true,false,"Lake known for its beach as well as walking and bike trails, playground and picnic spots.","Hiking, biking, archery, picnics & unguarded swimming are offered in this picturesque city park.",US,en,55125,MN,Woodbury,[3175 Century Ave S],MN,"3175 Century Ave S, Woodbury, MN 55125","3175 Century Ave S, Woodbury",false,false,false,false,true,false,false,"['Monday: 9:00 AM – 9:00 PM', 'Tuesday: 9:00 AM – 9:00 PM', 'Wednesday: 9:00 AM – 9:00 PM', 'Thursday: 9:00 AM – 9:00 PM', 'Friday: 9:00 AM – 9:00 PM', 'Saturday: 9:00 AM – 9:00 PM', 'Sunday: 9:00 AM – 9:00 PM']","['Monday: 9:00 AM – 9:00 PM', 'Tuesday: 9:00 AM – 9:00 PM', 'Wednesday: 9:00 AM – 9:00 PM', 'Thursday: 9:00 AM – 9:00 PM', 'Friday: 9:00 AM – 9:00 PM', 'Saturday: 9:00 AM – 9:00 PM', 'Sunday: 9:00 AM – 9:00 PM']"
1073,places/ChIJoa3lKEs59ocRN6LydD608OY,Murphy-Hanrehan Park Reserve,ChIJoa3lKEs59ocRN6LydD608OY,(763) 694-7777,+1 763-694-7777,44.711563,-93.335655,https://www.threeriversparks.org/location/murphy-hanrehan-park-reserve,https://maps.google.com/?cid=16640998803477013047&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,true,false,false,true,false,"Scenic park, offering trails for hiking, biking and horseback riding, plus a lake for kayaking.",This mostly undeveloped area with multi-use trails is popular for bird watching & mountain biking.,US,en,55378-9701,MN,Savage,[15501 Murphy Lk Blvd],MN,"15501 Murphy Lk Blvd, Savage, MN 55378","15501 Murphy Lk Blvd, Savage",false,false,false,false,true,false,false,"['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 10:00 PM', 'Saturday: 5:00 AM – 10:00 PM', 'Sunday: 5:00 AM – 10:00 PM']","['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 10:00 PM', 'Saturday: 5:00 AM – 10:00 PM', 'Sunday: 5:00 AM – 10:00 PM']"
1074,places/ChIJwaqd1__59ocRRk6n6iq54gA,Falls Creek County Park,ChIJwaqd1__59ocRRk6n6iq54gA,"","",44.291344,-93.23454,https://www.ricecountymn.gov/Facilities/Facility/Details/Falls-Creek-Park-6,https://maps.google.com/?cid=63816938713206342&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,false,false,false,false,false,false,false,true,false,"","",US,en,55021,MN,Faribault,[],MN,"Faribault, MN 55021",Faribault,false,false,false,false,true,false,false,"['Monday: 7:00 AM – 10:00 PM', 'Tuesday: 7:00 AM – 10:00 PM', 'Wednesday: 7:00 AM – 10:00 PM', 'Thursday: 7:00 AM – 10:00 PM', 'Friday: 7:00 AM – 10:00 PM', 'Saturday: 7:00 AM – 10:00 PM', 'Sunday: 7:00 AM – 10:00 PM']","['Monday: 7:00 AM – 10:00 PM', 'Tuesday: 7:00 AM – 10:00 PM', 'Wednesday: 7:00 AM – 10:00 PM', 'Thursday: 7:00 AM – 10:00 PM', 'Friday: 7:00 AM – 10:00 PM', 'Saturday: 7:00 AM – 10:00 PM', 'Sunday: 7:00 AM – 10:00 PM']"
1075,places/ChIJRY2gNYEx9ocR-FkCaQpXbRE,Lebanon Hills Campground,ChIJRY2gNYEx9ocR-FkCaQpXbRE,(651) 480-7773,+1 651-480-7773,44.774357,-93.1864,https://www.co.dakota.mn.us/parks/parksTrails/LebanonHills/Pages/lebanon-hills-campground.aspx,https://maps.google.com/?cid=1255755573329287672&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,campground,false,true,false,false,false,true,false,false,true,false,"","This expansive park offers campsites, plus miles of trails & many lakes for year-round recreation.",US,en,55124,MN,Saint Paul,[12100 Johnny Cake Ridge Rd],MN,"12100 Johnny Cake Ridge Rd, St Paul, MN 55124","12100 Johnny Cake Ridge Rd, St Paul",false,false,false,false,true,false,false,[],[]
1076,places/ChIJSYdWS5zV94cR46mTnTL1bnw,Wicaḣapi Regional Park,ChIJSYdWS5zV94cR46mTnTL1bnw,(651) 266-6400,+1 651-266-6400,44.946785,-93.05684,https://www.stpaul.gov/facilities/indian-mounds-regional-park,https://maps.google.com/?cid=8966373505882106339&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,cemetery,false,false,false,false,false,true,false,true,true,false,"","The ancient Indian burial ground is a park with baseball, tennis & a walking tour of 30 ID'd trees.",US,en,55106,MN,Saint Paul,[10 Mounds Blvd],MN,"10 Mounds Blvd, St Paul, MN 55106","10 Mounds Blvd, St Paul",false,false,false,false,true,false,false,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
1077,places/ChIJtfQrSd7O94cRaU7sJZ-UZSE,Spring Lake Park Reserve,ChIJtfQrSd7O94cRaU7sJZ-UZSE,(952) 891-7000,+1 952-891-7000,44.752083,-92.98443,https://www.co.dakota.mn.us/parks/parksTrails/SpringLake/Pages/lower-spring-lake-park-reserve-trailhead.aspx,https://maps.google.com/?cid=2406492987156352617&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,false,false,false,true,false,"Sprawling park featuring biking trails, a playground and picnic areas, plus an archery range.","",US,en,55068,MN,Rosemount,[13690 Pine Bend Trail],MN,"13690 Pine Bend Trail, Rosemount, MN 55068","13690 Pine Bend Trail, Rosemount",false,false,false,false,true,false,false,"['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 10:00 PM', 'Saturday: 5:00 AM – 10:00 PM', 'Sunday: 5:00 AM – 10:00 PM']","['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 10:00 PM', 'Saturday: 5:00 AM – 10:00 PM', 'Sunday: 5:00 AM – 10:00 PM']"
1078,places/ChIJYwWnGlZV9ocRMQEDgorzmRs,Prairie Creek Woods Scientific and Natural Area,ChIJYwWnGlZV9ocRMQEDgorzmRs,(507) 831-2900,+1 507-831-2900,44.362423,-93.097534,https://www.dnr.state.mn.us/snas/detail.html?id=sna01062,https://maps.google.com/?cid=1988888486673056049&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,nature_preserve,true,false,false,false,false,false,false,false,false,false,"","",US,en,55053,MN,Nerstrand,[Johnson Trail],MN,"Johnson Trail, Nerstrand, MN 55053","Johnson Trail, Nerstrand",false,false,false,false,true,false,false,"['Monday: 12:00 AM – 11:30 PM', 'Tuesday: 12:00 AM – 11:30 PM', 'Wednesday: 12:00 AM – 11:30 PM', 'Thursday: 12:00 AM – 11:30 PM', 'Friday: 12:00 AM – 11:30 PM', 'Saturday: 12:00 AM – 11:30 PM', 'Sunday: 12:00 AM – 11:30 PM']","['Monday: 12:00 AM – 11:30 PM', 'Tuesday: 12:00 AM – 11:30 PM', 'Wednesday: 12:00 AM – 11:30 PM', 'Thursday: 12:00 AM – 11:30 PM', 'Friday: 12:00 AM – 11:30 PM', 'Saturday: 12:00 AM – 11:30 PM', 'Sunday: 12:00 AM – 11:30 PM']"
1079,places/ChIJTejh4YNf9ocRalWLIu3T2i8,Circle Lake County Park,ChIJTejh4YNf9ocRalWLIu3T2i8,(507) 332-6112,+1 507-332-6112,44.423492,-93.353546,https://www.ricecountymn.gov/Facilities/Facility/Details/Circle-Lake-Park-45,https://maps.google.com/?cid=3448301480145802602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,false,false,false,false,false,false,false,true,false,"","",US,en,55021,MN,Faribault,[4560 Circle Lake Trail],MN,"4560 Circle Lake Trail, Faribault, MN 55021","4560 Circle Lake Trail, Faribault",false,false,false,false,true,false,false,"['Monday: 8:00 AM – 4:30 PM', 'Tuesday: 8:00 AM – 4:30 PM', 'Wednesday: 8:00 AM – 4:30 PM', 'Thursday: 8:00 AM – 4:30 PM', 'Friday: 8:00 AM – 4:30 PM', 'Saturday: Closed', 'Sunday: Closed']","['Monday: 8:00 AM – 4:30 PM', 'Tuesday: 8:00 AM – 4:30 PM', 'Wednesday: 8:00 AM – 4:30 PM', 'Thursday: 8:00 AM – 4:30 PM', 'Friday: 8:00 AM – 4:30 PM', 'Saturday: Closed', 'Sunday: Closed']"
1080,places/ChIJY9yiXGMw9ocR8_VwwxI7eRY,Terrace Oaks West Park,ChIJY9yiXGMw9ocR8_VwwxI7eRY,(952) 895-4500,+1 952-895-4500,44.771114,-93.24633,https://burnsvillemn.gov/facilities/Facility/Details/48,https://maps.google.com/?cid=1619390492790814195&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,true,true,false,true,false,"Park featuring maintained paths for walking, hiking and mountain biking, plus a playground.","Park on 4 acres offering tennis & basketball courts, trails & a winter ice-skating rink.",US,en,55337,MN,Burnsville,[12700-12750 Co Rd 11],MN,"12700-12750 Co Rd 11, Burnsville, MN 55337","12700-12750 Co Rd 11, Burnsville",false,false,false,false,true,false,false,"['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 10:00 PM', 'Saturday: 5:00 AM – 10:00 PM', 'Sunday: 5:00 AM – 10:00 PM']","['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 10:00 PM', 'Saturday: 5:00 AM – 10:00 PM', 'Sunday: 5:00 AM – 10:00 PM']"
1081,places/ChIJV-Tuau479ocRaFkmPJ6v4DI,Minnesota Riverfront Park,ChIJV-Tuau479ocRaFkmPJ6v4DI,(952) 895-4521,+1 952-895-4521,44.800453,-93.28593,https://burnsvillemn.gov/Facilities/Facility/Details/Minnesota-Riverfront-Park-148,https://maps.google.com/?cid=3666123190828423528&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,false,false,false,true,false,"","",US,en,55337,MN,Burnsville,[600 W Black Dog Rd],MN,"600 W Black Dog Rd, Burnsville, MN 55337","600 W Black Dog Rd, Burnsville",false,false,false,false,true,false,false,"['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 10:00 PM', 'Saturday: 5:00 AM – 10:00 PM', 'Sunday: 5:00 AM – 10:00 PM']","['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 10:00 PM', 'Saturday: 5:00 AM – 10:00 PM', 'Sunday: 5:00 AM – 10:00 PM']"
1082,places/ChIJeTPEXls89ocR-YWdXuhEIXU,Savage Community Park,ChIJeTPEXls89ocR-YWdXuhEIXU,(952) 224-3420,+1 952-224-3420,44.756134,-93.362854,https://www.savagemn.gov/,https://maps.google.com/?cid=8440102941479503353&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,true,false,false,true,false,"Popular park featuring a playground, ball fields and a small lake.","Picturesque 53-acre park featuring a sports complex, environmental learning center, trails & a pond.",US,en,55378,MN,Savage,[13500 Dakota Ave S],MN,"13500 Dakota Ave S, Savage, MN 55378","13500 Dakota Ave S, Savage",false,false,false,false,true,false,false,"['Monday: 7:00 AM – 10:00 PM', 'Tuesday: 7:00 AM – 10:00 PM', 'Wednesday: 7:00 AM – 10:00 PM', 'Thursday: 7:00 AM – 10:00 PM', 'Friday: 7:00 AM – 10:00 PM', 'Saturday: 7:00 AM – 10:00 PM', 'Sunday: 7:00 AM – 10:00 PM']","['Monday: 7:00 AM – 10:00 PM', 'Tuesday: 7:00 AM – 10:00 PM', 'Wednesday: 7:00 AM – 10:00 PM', 'Thursday: 7:00 AM – 10:00 PM', 'Friday: 7:00 AM – 10:00 PM', 'Saturday: 7:00 AM – 10:00 PM', 'Sunday: 7:00 AM – 10:00 PM']"
1083,places/ChIJa_heMNB294cRenLj9fqY6Oo,Covered Bridge Park,ChIJa_heMNB294cRenLj9fqY6Oo,(507) 732-7318,+1 507-732-7318,44.29735,-92.66947,https://www.ci.zumbrota.mn.us/index.asp?SEC=FBF74E75-9C7A-4F0E-A53D-4707FE68567E&DE=E53B5495-B56E-4EF3-9FED-FD48CE3BA882,https://maps.google.com/?cid=16926947403106579066&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,true,false,false,true,false,"Public park with a playground, basketball court, and disc golf course, plus a covered bridge.","",US,en,55992,MN,Zumbrota,[100 Covered Bridge Dr],MN,"100 Covered Bridge Dr, Zumbrota, MN 55992","100 Covered Bridge Dr, Zumbrota",false,false,false,false,true,false,false,"['Monday: 7:00 AM – 10:00 PM', 'Tuesday: 7:00 AM – 10:00 PM', 'Wednesday: 7:00 AM – 10:00 PM', 'Thursday: 7:00 AM – 10:00 PM', 'Friday: 7:00 AM – 10:00 PM', 'Saturday: 7:00 AM – 10:00 PM', 'Sunday: 7:00 AM – 10:00 PM']","['Monday: 7:00 AM – 10:00 PM', 'Tuesday: 7:00 AM – 10:00 PM', 'Wednesday: 7:00 AM – 10:00 PM', 'Thursday: 7:00 AM – 10:00 PM', 'Friday: 7:00 AM – 10:00 PM', 'Saturday: 7:00 AM – 10:00 PM', 'Sunday: 7:00 AM – 10:00 PM']"
1084,places/ChIJ_SDQKAeJ94cRYzlcTHO_RoM,Colvill Park,ChIJ_SDQKAeJ94cRYzlcTHO_RoM,(651) 385-3674,+1 651-385-3674,44.56582,-92.50185,https://www.red-wing.org/facilities/facility/details/Colvill-Park-9,https://maps.google.com/?cid=9459458569261562211&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,true,true,true,true,true,"Big, grassy riverside area boasting a playground, a water park and a boat launch.","City park offering a boat launch, tennis courts, picnic shelters & an event building.",US,en,55066,MN,Red Wing,[507 Nymphara Ln],MN,"507 Nymphara Ln, Red Wing, MN 55066","507 Nymphara Ln, Red Wing",false,false,false,false,true,false,false,"['Monday: 8:00 AM – 8:30 PM', 'Tuesday: 8:00 AM – 8:30 PM', 'Wednesday: 8:00 AM – 8:30 PM', 'Thursday: 8:00 AM – 8:30 PM', 'Friday: 8:00 AM – 8:30 PM', 'Saturday: 6:30 AM – 10:00 PM', 'Sunday: 8:00 AM – 8:30 PM']","['Monday: 8:00 AM – 8:30 PM', 'Tuesday: 8:00 AM – 8:30 PM', 'Wednesday: 8:00 AM – 8:30 PM', 'Thursday: 8:00 AM – 8:30 PM', 'Friday: 8:00 AM – 8:30 PM', 'Saturday: 6:30 AM – 10:00 PM', 'Sunday: 8:00 AM – 8:30 PM']"
1085,places/ChIJQwKNu4049ocRbl_MDDcdY-Q,Ritter Farm Park,ChIJQwKNu4049ocRbl_MDDcdY-Q,(952) 985-4400,+1 952-985-4400,44.673073,-93.299965,https://www.lakevillemn.gov/facilities/facility/details/ritter-farm-park-11,https://maps.google.com/?cid=16457029585617051502&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,true,true,false,true,false,"Peaceful park featuring trails, a dog park and open space, plus picnic areas.","Tranquil park along a lake offers an archery range plus trails for hiking, skiing & snowmobiling.",US,en,55044,MN,Lakeville,[19300 Ritter Pkwy Trail],MN,"19300 Ritter Pkwy Trail, Lakeville, MN 55044","19300 Ritter Pkwy Trail, Lakeville",false,false,false,false,true,false,false,"['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 10:00 PM', 'Saturday: 5:00 AM – 10:00 PM', 'Sunday: 5:00 AM – 10:00 PM']","['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 10:00 PM', 'Saturday: 5:00 AM – 10:00 PM', 'Sunday: 5:00 AM – 10:00 PM']"
1086,places/ChIJ0RVARc079ocRNYIUWVH_jT4,Day Park & Earley Lake Trail,ChIJ0RVARc079ocRNYIUWVH_jT4,(952) 895-4500,+1 952-895-4500,44.738148,-93.29932,https://burnsvillemn.gov/facilities/facility/details/day-park-and-earley-lake-trail-15,https://maps.google.com/?cid=4507539526919684661&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,true,false,false,true,false,"Neighborhood park with a lake, picnic shelter, playground, and trails for walking and jogging.","",US,en,55306,MN,Burnsville,[14625 Co Rd 5],MN,"14625 Co Rd 5, Burnsville, MN 55306","14625 Co Rd 5, Burnsville",false,false,false,false,true,false,false,"['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 10:00 PM', 'Saturday: 5:00 AM – 10:00 PM', 'Sunday: 5:00 AM – 10:00 PM']","['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 10:00 PM', 'Saturday: 5:00 AM – 10:00 PM', 'Sunday: 5:00 AM – 10:00 PM']"
1087,places/ChIJMR3rOlfQ94cRA5EBhFNLvu4,Cottage Grove Bike Park,ChIJMR3rOlfQ94cRA5EBhFNLvu4,(651) 458-2808,+1 651-458-2808,44.84546,-92.969345,https://www.cottagegrovemn.gov/facilities/facility/details/West-Draw-Park-32,https://maps.google.com/?cid=17203270448670937347&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,false,false,false,true,false,"","",US,en,55016-4578,MN,Cottage Grove,[7050 Meadow Grass Ave S],MN,"7050 Meadow Grass Ave S, Cottage Grove, MN 55016","7050 Meadow Grass Ave S, Cottage Grove",false,false,false,false,true,false,false,"['Monday: 8:00 AM – 8:00 PM', 'Tuesday: 8:00 AM – 8:00 PM', 'Wednesday: 8:00 AM – 8:00 PM', 'Thursday: 8:00 AM – 8:00 PM', 'Friday: 8:00 AM – 8:00 PM', 'Saturday: 8:00 AM – 8:00 PM', 'Sunday: 8:00 AM – 8:00 PM']","['Monday: 8:00 AM – 8:00 PM', 'Tuesday: 8:00 AM – 8:00 PM', 'Wednesday: 8:00 AM – 8:00 PM', 'Thursday: 8:00 AM – 8:00 PM', 'Friday: 8:00 AM – 8:00 PM', 'Saturday: 8:00 AM – 8:00 PM', 'Sunday: 8:00 AM – 8:00 PM']"
1088,places/ChIJYQDyKAE49ocRR2bulXjVeyg,Antlers Park,ChIJYQDyKAE49ocRR2bulXjVeyg,(952) 985-4600,+1 952-985-4600,44.657177,-93.2606,https://www.lakevillemn.gov/facilities/facility/details/Antlers-Park-1,https://maps.google.com/?cid=2917159897540748871&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,true,true,true,true,false,"Park with a beach, a pub, playground, picnic areas, and volleyball courts.","Venue offering a playground, picnic areas & volleyball courts, with a small beach for swimming.",US,en,55044,MN,Lakeville,[20141 Ipava Ave],MN,"20141 Ipava Ave, Lakeville, MN 55044","20141 Ipava Ave, Lakeville",false,false,false,false,true,false,false,"['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 6:00 AM – 10:00 PM']","['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 6:00 AM – 10:00 PM']"
1089,places/ChIJ6bwuvNMq9ocRlIsPcPz5rMs,Lilydale Regional Park,ChIJ6bwuvNMq9ocRlIsPcPz5rMs,(651) 632-5111,+1 651-632-5111,44.917065,-93.125015,http://www.nps.gov/miss/planyourvisit/lilydale_park.htm,https://maps.google.com/?cid=14676380148300745620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,true,false,true,true,false,"Family-friendly park offering a lake, trails, and picnic tables, plus fishing and kite flying.","Forested floodplain along the Mississippi with a small lake & walking paths, plus fishing & birding.",US,en,55118,MN,Saint Paul,[950 Lilydale Rd],MN,"950 Lilydale Rd, St Paul, MN 55118","950 Lilydale Rd, St Paul",false,false,false,false,true,false,false,"['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 10:00 PM', 'Saturday: 5:00 AM – 10:00 PM', 'Sunday: 5:00 AM – 10:00 PM']","['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 10:00 PM', 'Saturday: 5:00 AM – 10:00 PM', 'Sunday: 5:00 AM – 10:00 PM']"
1090,places/ChIJwfim_9Mt9ocRVfVHXIMtBZI,Eagan Central Park,ChIJwfim_9Mt9ocRVfVHXIMtBZI,(651) 675-5500,+1 651-675-5500,44.83811,-93.17228,http://www.ci.eagan.mn.us/,https://maps.google.com/?cid=10521866146633217365&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,true,true,true,true,false,"Park with a community center, pond, picnic areas, playground, splash pad, trails, and bandshell.","This neighborhood resource for sports, play & fitness features a rec center & walking trails.",US,en,55121,MN,Eagan,[1507 Central Pkwy],MN,"1507 Central Pkwy, Eagan, MN 55121","1507 Central Pkwy, Eagan",false,false,false,false,true,false,false,"['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 10:00 PM', 'Saturday: 5:00 AM – 10:00 PM', 'Sunday: 5:00 AM – 10:00 PM']","['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 10:00 PM', 'Saturday: 5:00 AM – 10:00 PM', 'Sunday: 5:00 AM – 10:00 PM']"
1091,places/ChIJs5q1uUk39ocRcPTnr8HUlPQ,Lac Lavon Park,ChIJs5q1uUk39ocRcPTnr8HUlPQ,(952) 953-2300,+1 952-953-2300,44.723686,-93.2392,https://www.ci.apple-valley.mn.us/Facilities/Facility/Details/Lac-Lavon-Park-51,https://maps.google.com/?cid=17623945170152584304&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,false,false,false,true,false,"Park featuring a play area for children, a barbecue grill and a lakeside walking trail.","",US,en,55124,MN,Apple Valley,[15610 Highview Dr],MN,"15610 Highview Dr, Apple Valley, MN 55124","15610 Highview Dr, Apple Valley",false,false,false,false,true,false,false,"['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 10:00 PM', 'Saturday: 5:00 AM – 10:00 PM', 'Sunday: 5:00 AM – 10:00 PM']","['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 10:00 PM', 'Saturday: 5:00 AM – 10:00 PM', 'Sunday: 5:00 AM – 10:00 PM']"
